CustomerID,Recency,Frequency,Monetary,Cluster,Segment
13334,82,3,3536.82,2,Potential
13336,77,1,795.12,3,Loyal
13338,158,1,487.02,3,Loyal
13339,201,1,860.12,3,Loyal
13340,45,7,10736.48,1,At-Risk
13341,261,1,775.85,3,Loyal
13343,178,1,353.43,3,Loyal
13344,68,3,2543.7200000000003,2,Potential
13345,288,1,389.5,3,Loyal
13347,70,1,341.36,3,Loyal
13348,64,1,233.76000000000002,3,Loyal
13349,11,1,247.32,0,Champions
13350,16,2,979.12,0,Champions
13351,66,1,373.94,3,Loyal
13352,60,1,397.98,3,Loyal
13354,71,1,743.53,3,Loyal
13355,122,1,674.7,3,Loyal
13356,80,1,768.24,3,Loyal
13357,257,1,609.95,3,Loyal
13358,269,1,439.03000000000003,3,Loyal
13359,64,1,439.56,3,Loyal
13362,9,4,3090.7400000000002,1,At-Risk
13363,18,2,992.5,0,Champions
13364,71,1,134.96,3,Loyal
13365,34,2,2225.37,2,Potential
13366,50,1,56.16,3,Loyal
13368,257,2,623.4,3,Loyal
13369,366,1,308.28000000000003,3,Loyal
13370,372,1,754.87,3,Loyal
13372,90,1,378.64,3,Loyal
13373,61,3,3312.25,2,Potential
13375,89,1,778.65,3,Loyal
13376,99,3,1019.76,2,Potential
13379,26,3,572.56,0,Champions
13381,32,6,3639.31,2,Potential
13382,281,1,222.99,3,Loyal
13384,31,7,4151.93,1,At-Risk
13385,330,1,534.57,3,Loyal
13388,131,2,677.1,3,Loyal
13389,11,3,797.96,0,Champions
13390,75,1,544.08,3,Loyal
13391,204,1,59.8,3,Loyal
13394,2,8,2520.02,1,At-Risk
13395,185,1,307.72,3,Loyal
13396,29,2,1360.99,2,Potential
13397,73,5,1544.13,2,Potential
13398,192,1,457.34000000000003,3,Loyal
13402,127,2,621.23,3,Loyal
13403,18,1,75.0,0,Champions
13404,1,2,252.49,0,Champions
13405,74,3,572.451,2,Potential
13408,2,62,28117.04,1,At-Risk
13410,24,5,1003.06,2,Potential
13411,107,1,213.55,3,Loyal
13414,134,3,1390.5,2,Potential
13416,44,2,712.5,2,Potential
13417,5,2,640.83,0,Champions
13418,12,18,6127.43,1,At-Risk
13419,64,1,221.06,3,Loyal
13420,150,2,159.85,3,Loyal
13421,40,2,1851.08,2,Potential
13422,64,1,2626.3,2,Potential
13425,108,3,1624.21,2,Potential
13426,1,10,3641.32,1,At-Risk
13427,19,3,582.6,0,Champions
13428,10,1,218.47,0,Champions
13429,11,4,1006.8,0,Champions
13430,19,2,679.45,0,Champions
13431,67,2,1269.1,2,Potential
13434,74,2,534.24,3,Loyal
13435,5,7,3809.89,1,At-Risk
13436,2,1,196.89,0,Champions
13437,14,7,3408.06,1,At-Risk
13439,255,1,283.71,3,Loyal
13441,92,1,296.64,3,Loyal
13447,23,3,1129.14,2,Potential
13448,17,6,3539.3700000000003,1,At-Risk
13449,24,1,291.88,0,Champions
13450,27,6,2043.72,2,Potential
13451,26,5,2976.15,2,Potential
13452,259,2,590.0,3,Loyal
13453,166,2,356.98,3,Loyal
13455,25,2,1058.34,0,Champions
13456,18,6,1766.72,2,Potential
13458,7,14,9646.57,1,At-Risk
13460,29,2,183.44,0,Champions
13461,39,3,1445.0,2,Potential
13462,253,1,151.5,3,Loyal
13464,58,1,674.68,3,Loyal
13466,184,1,307.90000000000003,3,Loyal
13467,11,2,1083.71,0,Champions
13468,2,37,5704.97,1,At-Risk
13470,99,2,165.0,3,Loyal
13471,1,4,2531.58,1,At-Risk
13473,61,2,422.64,3,Loyal
13474,236,1,229.59,3,Loyal
13475,191,4,1431.78,2,Potential
13476,179,2,1238.47,2,Potential
13477,38,6,1454.58,2,Potential
13479,201,2,300.95,3,Loyal
13481,46,5,1804.56,2,Potential
13482,232,1,184.64000000000001,3,Loyal
13483,66,1,140.34,3,Loyal
13484,241,1,313.8,3,Loyal
13485,233,1,454.24,3,Loyal
13486,78,3,1122.41,2,Potential
13487,58,3,575.4,2,Potential
13488,17,13,8968.31,1,At-Risk
13489,105,4,449.52,2,Potential
13491,52,10,1215.82,2,Potential
13492,136,3,1269.84,2,Potential
13493,275,2,618.63,3,Loyal
13494,312,1,316.26000000000005,3,Loyal
13495,8,5,2044.8700000000001,1,At-Risk
13496,11,2,653.33,0,Champions
13497,283,2,348.05,3,Loyal
13499,18,5,1159.1100000000001,2,Potential
13500,23,3,1166.77,2,Potential
13501,288,1,1340.32,3,Loyal
13502,17,3,292.0,0,Champions
13503,71,1,216.85,3,Loyal
13504,64,1,295.93,3,Loyal
13505,73,4,4393.63,2,Potential
13506,316,2,458.52,3,Loyal
13507,3,4,2479.16,1,At-Risk
13508,244,1,110.97,3,Loyal
13509,9,7,979.72,1,At-Risk
13510,1,4,1791.56,1,At-Risk
13512,261,1,251.21,3,Loyal
13513,127,1,205.1,3,Loyal
13514,74,1,152.20000000000002,3,Loyal
13515,73,4,891.12,2,Potential
13516,21,3,1389.41,2,Potential
13517,60,3,2128.42,2,Potential
13518,86,1,659.44,3,Loyal
13519,78,1,122.75,3,Loyal
13520,59,6,3624.35,2,Potential
13521,1,3,1093.65,0,Champions
13522,30,1,125.80000000000001,0,Champions
13523,33,5,3964.88,2,Potential
13524,41,5,680.1800000000001,2,Potential
13525,15,2,628.78,0,Champions
13527,34,7,2287.51,2,Potential
13529,79,2,307.76,3,Loyal
13531,205,2,483.8,3,Loyal
13532,34,1,210.31,0,Champions
13533,183,3,270.79,3,Loyal
13534,2,25,5870.08,1,At-Risk
13536,1,7,3448.29,1,At-Risk
13538,43,7,1280.85,2,Potential
13539,86,3,631.34,2,Potential
13544,40,2,291.41,0,Champions
13546,12,3,626.99,0,Champions
13548,96,2,682.41,3,Loyal
13549,26,7,918.2,2,Potential
13551,319,1,91.80000000000001,3,Loyal
13552,66,12,3740.07,1,At-Risk
13555,74,4,4149.28,2,Potential
13557,28,2,584.0600000000001,0,Champions
13558,6,4,605.06,0,Champions
13560,7,1,174.37,0,Champions
13561,216,1,141.85999999999999,3,Loyal
13562,82,3,1799.3300000000002,2,Potential
13563,84,2,777.53,2,Potential
13564,144,3,1749.02,2,Potential
13565,19,2,240.22,0,Champions
13566,41,2,874.71,2,Potential
13568,173,1,192.85,3,Loyal
13569,17,2,373.75,0,Champions
13570,243,1,239.49,3,Loyal
13571,13,12,2092.32,1,At-Risk
13572,206,1,1384.25,3,Loyal
13573,50,2,294.40000000000003,3,Loyal
13575,23,5,732.07,2,Potential
13576,10,18,6717.34,1,At-Risk
13577,25,4,1687.6000000000001,2,Potential
13579,15,2,467.04,0,Champions
13581,309,1,118.0,3,Loyal
13583,156,1,781.03,3,Loyal
13584,307,1,142.4,3,Loyal
13587,64,1,712.4,3,Loyal
13588,16,9,2478.95,1,At-Risk
13589,15,2,379.65,0,Champions
13590,11,6,1981.92,1,At-Risk
13591,65,3,1117.13,2,Potential
13592,36,4,247.95999999999998,0,Champions
13593,108,5,2037.0800000000002,2,Potential
13594,53,1,396.97,3,Loyal
13596,6,2,697.04,0,Champions
13598,47,1,180.17000000000002,3,Loyal
13599,1,21,5153.67,1,At-Risk
13600,312,1,219.52,3,Loyal
13601,45,2,693.32,2,Potential
13602,65,1,428.89,3,Loyal
13603,26,1,164.34,0,Champions
13606,29,3,280.54,0,Champions
13607,40,1,678.01,0,Champions
13610,12,7,1131.88,1,At-Risk
13611,89,3,1171.8,2,Potential
13614,24,4,1610.46,2,Potential
13615,319,1,417.69,3,Loyal
13617,40,3,544.18,2,Potential
13618,174,1,177.34,3,Loyal
13621,117,1,213.85,3,Loyal
13623,31,5,747.78,2,Potential
13626,253,1,257.23,3,Loyal
13627,59,5,1638.47,2,Potential
13629,23,11,7792.36,1,At-Risk
13630,5,7,2031.78,1,At-Risk
13631,100,11,3070.42,2,Potential
13632,25,5,2121.27,2,Potential
13634,33,5,1575.16,2,Potential
13635,68,1,1071.03,3,Loyal
13636,37,5,949.12,2,Potential
13637,52,3,810.5,2,Potential
13638,16,1,122.64,0,Champions
13639,74,1,1033.34,3,Loyal
13642,216,1,354.8,3,Loyal
13643,31,3,519.44,0,Champions
13644,16,4,2624.26,2,Potential
13645,120,1,252.1,3,Loyal
13647,10,4,1678.1200000000001,2,Potential
13649,257,2,346.6,3,Loyal
13650,17,6,1836.3400000000001,2,Potential
13651,35,2,94.2,0,Champions
13652,46,3,1095.08,2,Potential
13654,43,6,2707.33,2,Potential
13655,114,2,932.97,2,Potential
13656,165,2,379.65,3,Loyal
13657,11,2,382.14,0,Champions
13658,10,5,2639.17,1,At-Risk
13659,206,2,1573.2,2,Potential
13662,86,3,897.76,2,Potential
13663,179,1,189.47,3,Loyal
13666,60,3,84.65,3,Loyal
13667,149,1,305.02,3,Loyal
13668,3,21,6363.59,1,At-Risk
13669,51,2,218.55,3,Loyal
13670,75,1,349.7,3,Loyal
13672,301,2,186.39000000000001,3,Loyal
13673,19,2,396.92,0,Champions
13675,151,2,486.82000000000005,3,Loyal
13678,152,1,232.6,3,Loyal
13680,1,4,3722.42,1,At-Risk
13681,18,4,827.83,2,Potential
13682,187,1,59.5,3,Loyal
13684,286,1,67.23,3,Loyal
13685,3,7,3119.44,1,At-Risk
13686,183,1,72.0,3,Loyal
13689,63,1,910.0,3,Loyal
13690,59,1,172.25,3,Loyal
13692,25,3,1488.32,2,Potential
13694,4,50,65039.62,1,At-Risk
13695,31,15,2504.13,1,At-Risk
13697,39,1,151.3,3,Loyal
13699,155,1,308.58000000000004,3,Loyal
13700,26,10,2265.12,1,At-Risk
13703,318,1,99.5,3,Loyal
13704,5,9,2308.06,1,At-Risk
13705,8,3,711.86,0,Champions
13706,303,1,330.79,3,Loyal
13707,267,2,806.41,3,Loyal
13708,271,1,296.88,3,Loyal
13709,4,13,6328.05,1,At-Risk
13710,32,1,180.48,0,Champions
13711,219,2,252.06,3,Loyal
13712,247,1,228.84,3,Loyal
13715,281,5,1079.34,2,Potential
13716,269,1,138.28,3,Loyal
13717,32,6,1445.01,2,Potential
13718,246,2,306.55,3,Loyal
13719,15,5,1041.68,2,Potential
13720,117,4,799.9,2,Potential
13721,36,1,524.14,0,Champions
13722,132,3,2375.41,2,Potential
13723,217,1,199.85000000000002,3,Loyal
13725,50,8,1980.56,2,Potential
13726,39,2,1079.66,2,Potential
13727,29,2,333.48,0,Champions
13728,37,6,1016.14,2,Potential
13730,136,2,752.6,3,Loyal
13731,219,2,610.59,3,Loyal
13732,28,1,491.86,0,Champions
13735,25,4,2885.2400000000002,2,Potential
13736,5,2,731.9,0,Champions
13737,200,1,339.6,3,Loyal
13739,18,1,216.9,0,Champions
13740,241,1,350.75,3,Loyal
13741,72,3,668.4300000000001,2,Potential
13742,17,12,3131.02,1,At-Risk
13743,3,7,1341.6,1,At-Risk
13744,95,2,1156.36,2,Potential
13745,162,1,300.04,3,Loyal
13747,374,1,79.6,3,Loyal
13748,96,5,948.25,2,Potential
13750,54,5,1647.26,2,Potential
13751,288,1,296.25,3,Loyal
13752,124,6,1186.28,2,Potential
13753,288,1,741.26,3,Loyal
13754,152,2,282.6,3,Loyal
13755,4,9,2161.35,1,At-Risk
13756,2,14,5189.52,1,At-Risk
13758,12,7,3190.55,1,At-Risk
13759,33,2,659.4100000000001,0,Champions
13760,54,2,286.79,3,Loyal
13761,50,2,1070.65,2,Potential
13762,219,1,306.72,3,Loyal
13763,63,1,1714.96,2,Potential
13764,71,3,1521.76,2,Potential
13767,2,37,17220.36,1,At-Risk
13769,2,10,2796.51,1,At-Risk
13771,64,4,2634.45,2,Potential
13772,34,3,1132.13,2,Potential
13774,82,1,345.0,3,Loyal
13777,1,33,25977.16,1,At-Risk
13778,103,1,178.7,3,Loyal
13780,7,2,360.01,0,Champions
13781,251,1,127.84,3,Loyal
13782,13,6,912.0,2,Potential
13784,10,11,2462.79,1,At-Risk
13786,367,1,230.4,3,Loyal
13787,76,2,309.04,3,Loyal
13790,4,1,348.79999999999995,0,Champions
13791,128,2,1516.0,2,Potential
13792,66,2,195.55,3,Loyal
13798,1,57,37153.85,1,At-Risk
13799,117,2,688.86,3,Loyal
13800,310,1,558.32,3,Loyal
13801,67,1,324.8,3,Loyal
13802,139,3,4599.42,2,Potential
13803,255,1,277.07,3,Loyal
13804,31,7,2635.79,2,Potential
13805,52,2,924.5999999999999,2,Potential
13806,64,1,256.38,3,Loyal
13807,367,1,112.6,3,Loyal
13808,6,5,1747.66,1,At-Risk
13809,305,1,155.05,3,Loyal
13810,29,3,1499.01,2,Potential
13811,184,3,814.5,2,Potential
13812,42,3,539.0,2,Potential
13813,40,4,1366.8600000000001,2,Potential
13814,92,2,1579.12,2,Potential
13815,22,4,4027.36,2,Potential
13816,24,2,571.6700000000001,0,Champions
13817,29,2,382.98,0,Champions
13819,302,3,1140.35,2,Potential
13821,145,2,385.64,3,Loyal
13822,6,2,632.0,0,Champions
13823,19,2,957.66,0,Champions
13824,33,5,1698.94,2,Potential
13826,176,1,189.5,3,Loyal
13827,58,3,412.05,2,Potential
13828,22,1,209.49,0,Champions
13831,16,6,2202.99,1,At-Risk
13832,19,1,52.2,0,Champions
13833,159,1,384.8,3,Loyal
13835,25,4,834.57,2,Potential
13837,212,2,271.24,3,Loyal
13838,6,4,691.73,0,Champions
13841,253,1,85.0,3,Loyal
13842,59,9,3385.62,2,Potential
13844,11,1,361.62,0,Champions
13845,65,1,312.98,3,Loyal
13846,25,3,865.0600000000001,2,Potential
13848,92,3,1255.0,2,Potential
13849,52,2,1537.95,2,Potential
13850,129,1,1595.48,2,Potential
13851,96,3,2651.46,2,Potential
13853,57,1,1090.1399999999999,2,Potential
13854,9,25,8109.5199999999995,1,At-Risk
13856,169,3,388.5,3,Loyal
13858,57,1,216.17000000000002,3,Loyal
13859,326,1,201.16,3,Loyal
13860,1,5,1245.9,1,At-Risk
13862,18,8,2209.36,1,At-Risk
13863,248,1,305.78,3,Loyal
13865,58,4,501.56,2,Potential
13866,74,1,145.67,3,Loyal
13867,31,3,1015.29,2,Potential
13868,7,2,3192.54,0,Champions
13869,123,4,3104.9500000000003,2,Potential
13870,2,8,2770.94,1,At-Risk
13871,23,13,6403.25,1,At-Risk
13873,120,3,389.6,3,Loyal
13874,358,1,540.45,3,Loyal
13875,54,5,1786.79,2,Potential
13876,64,1,122.7,3,Loyal
13877,86,1,117.24,3,Loyal
13878,55,1,1281.53,2,Potential
13880,21,13,3219.77,1,At-Risk
13881,4,20,17159.52,1,At-Risk
13882,3,5,1191.13,1,At-Risk
13883,11,5,2674.48,1,At-Risk
13884,7,5,787.6,0,Champions
13885,189,2,506.8,3,Loyal
13886,71,1,243.56,3,Loyal
13887,204,1,349.55,3,Loyal
13888,120,2,605.63,3,Loyal
13889,93,1,416.90000000000003,3,Loyal
13890,1,10,1883.81,1,At-Risk
13892,27,4,632.97,2,Potential
13893,298,1,821.1,3,Loyal
13894,24,3,564.62,0,Champions
13895,28,4,2593.07,2,Potential
13897,50,1,311.16,3,Loyal
13898,326,1,155.93,3,Loyal
13899,16,2,388.52,0,Champions
13900,183,3,740.95,2,Potential
13901,72,5,2867.2000000000003,2,Potential
13904,37,2,332.64,0,Champions
13908,80,4,2369.55,2,Potential
13911,57,9,2580.91,2,Potential
13914,12,2,626.45,0,Champions
13917,50,2,272.04,3,Loyal
13918,50,2,1212.8400000000001,2,Potential
13919,59,2,384.81,3,Loyal
13922,352,1,172.25,3,Loyal
13923,54,1,351.13,3,Loyal
13924,2,6,1838.8500000000001,1,At-Risk
13925,93,4,678.25,2,Potential
13926,23,1,223.85000000000002,0,Champions
13927,75,1,348.99,3,Loyal
13928,11,4,464.57,0,Champions
13929,169,2,842.65,3,Loyal
13930,58,2,337.34,3,Loyal
13931,96,2,1237.53,2,Potential
13932,295,1,307.4,3,Loyal
13933,109,2,608.79,3,Loyal
13934,264,1,922.1,3,Loyal
13936,180,1,376.58,3,Loyal
13937,169,1,158.85,3,Loyal
13938,35,1,71.66,3,Loyal
13939,23,3,568.55,0,Champions
13940,17,4,839.14,2,Potential
13941,22,5,5112.96,1,At-Risk
13946,79,3,561.57,2,Potential
13947,65,1,90.60000000000001,3,Loyal
13948,361,1,102.0,3,Loyal
13949,3,6,2427.32,1,At-Risk
13950,11,4,745.0600000000001,0,Champions
13951,176,3,674.45,2,Potential
13952,218,2,3251.071,2,Potential
13953,7,7,3515.68,1,At-Risk
13954,2,2,439.92,0,Champions
13955,154,2,322.96,3,Loyal
13956,5,5,1026.42,0,Champions
13959,79,3,598.2,2,Potential
13960,21,2,230.22,0,Champions
13962,22,2,169.54999999999998,0,Champions
13963,308,4,664.54,2,Potential
13967,146,1,80.7,3,Loyal
13969,7,18,9053.94,1,At-Risk
13971,19,8,2758.26,1,At-Risk
13972,71,2,190.25,3,Loyal
13973,287,1,264.7,3,Loyal
13974,49,1,413.59000000000003,3,Loyal
13975,31,6,2526.28,2,Potential
13976,207,1,357.98,3,Loyal
13978,15,2,196.79,0,Champions
13979,73,1,869.87,3,Loyal
13980,60,1,200.14,3,Loyal
13982,39,4,1871.81,2,Potential
13983,30,12,2603.43,1,At-Risk
13984,27,5,920.51,2,Potential
13985,4,15,7060.13,1,At-Risk
13986,17,1,320.46,0,Champions
13988,20,6,4147.96,1,At-Risk
13989,66,2,1266.08,2,Potential
13990,213,1,311.3,3,Loyal
13991,12,6,855.97,2,Potential
13992,30,1,76.8,3,Loyal
13993,43,9,3466.36,1,At-Risk
13994,4,6,2313.14,1,At-Risk
13995,15,5,1393.69,2,Potential
13999,10,12,3901.81,1,At-Risk
14000,211,1,635.66,3,Loyal
14001,46,3,2043.0800000000002,2,Potential
14002,134,2,529.73,3,Loyal
14004,43,7,4582.64,2,Potential
14005,10,5,2874.72,1,At-Risk
14006,116,3,962.19,2,Potential
14009,198,2,695.61,3,Loyal
14012,278,1,328.8,3,Loyal
14013,110,3,473.02,3,Loyal
14014,77,1,505.18,3,Loyal
14015,53,1,917.34,0,Champions
14016,162,4,4341.21,2,Potential
14019,47,3,1421.6100000000001,2,Potential
14020,17,2,642.8,0,Champions
14021,155,3,631.9,2,Potential
14022,225,1,440.0,3,Loyal
14023,7,2,584.07,0,Champions
14024,122,2,327.7,3,Loyal
14027,61,1,104.82,3,Loyal
14029,63,2,467.66,3,Loyal
14030,18,8,2360.09,1,At-Risk
14031,7,19,17286.86,1,At-Risk
14032,2,11,2975.59,1,At-Risk
14034,22,3,651.8199999999999,0,Champions
14035,29,5,1428.02,2,Potential
14036,285,1,626.65,3,Loyal
14037,176,2,147.20000000000002,3,Loyal
14038,78,3,1560.38,2,Potential
14039,33,1,152.2,0,Champions
14040,41,12,3614.92,1,At-Risk
14041,266,1,141.41,3,Loyal
14044,27,4,652.82,2,Potential
14045,109,4,1659.75,2,Potential
14046,284,1,154.99,3,Loyal
14047,9,5,1308.6100000000001,2,Potential
14048,305,1,409.93,3,Loyal
14049,17,4,5681.72,1,At-Risk
14050,32,2,746.36,0,Champions
14051,1,23,15610.390000000001,1,At-Risk
14052,20,1,225.35999999999999,0,Champions
14053,124,2,260.25,3,Loyal
14054,65,1,92.46000000000001,3,Loyal
14055,106,1,725.6400000000001,3,Loyal
14056,1,23,8214.65,1,At-Risk
14057,24,17,6217.96,1,At-Risk
14059,267,1,183.6,3,Loyal
14060,5,19,6140.42,1,At-Risk
14062,10,12,10464.85,1,At-Risk
14064,29,5,1353.74,2,Potential
14066,267,1,152.55,3,Loyal
14067,64,2,374.7,3,Loyal
14068,320,1,265.85,3,Loyal
14071,4,8,1438.82,1,At-Risk
14073,32,1,151.04,0,Champions
14075,5,3,942.26,0,Champions
14076,129,1,122.47,3,Loyal
14077,41,5,499.42,2,Potential
14078,102,6,1049.37,2,Potential
14079,125,1,375.1,3,Loyal
14080,33,1,45.599999999999994,3,Loyal
14081,302,2,934.52,3,Loyal
14082,365,1,182.25,3,Loyal
14083,4,9,1018.43,1,At-Risk
14085,2,18,4448.54,1,At-Risk
14087,3,1,194.42,0,Champions
14088,10,13,50491.81,1,At-Risk
14089,57,1,161.0,3,Loyal
14090,325,1,76.32000000000001,3,Loyal
14092,8,14,4076.9100000000003,1,At-Risk
14093,12,1,442.85,0,Champions
14096,4,17,65164.79,1,At-Risk
14098,37,1,147.35,3,Loyal
14099,16,11,3104.17,1,At-Risk
14100,138,1,194.9,3,Loyal
14101,74,6,5976.79,2,Potential
14102,5,5,1360.28,1,At-Risk
14104,155,2,216.21,3,Loyal
14105,239,1,1266.23,3,Loyal
14107,52,7,2703.23,2,Potential
14108,31,2,597.91,0,Champions
14109,73,1,144.2,3,Loyal
14110,4,12,5683.15,1,At-Risk
14111,14,4,692.85,0,Champions
14112,23,7,2915.15,1,At-Risk
14113,4,4,1840.42,1,At-Risk
14114,274,2,386.53,3,Loyal
14116,20,5,1382.74,2,Potential
14117,144,1,90.0,3,Loyal
14121,4,4,2780.15,1,At-Risk
14124,84,1,419.58,3,Loyal
14125,11,3,2740.43,2,Potential
14126,8,3,706.1300000000001,0,Champions
14127,123,3,709.71,2,Potential
14128,61,2,637.5,2,Potential
14129,2,5,1123.8600000000001,1,At-Risk
14130,319,1,483.86,3,Loyal
14132,2,11,3586.03,1,At-Risk
14133,130,3,605.64,2,Potential
14135,2,15,4690.31,1,At-Risk
14138,2,2,982.38,0,Champions
14139,46,1,415.82,3,Loyal
14140,4,2,935.05,0,Champions
14141,3,4,915.13,0,Champions
14142,373,1,311.81,3,Loyal
14143,134,1,115.8,3,Loyal
14145,47,4,3742.2,2,Potential
14146,9,5,4191.0,1,At-Risk
14147,78,2,483.4,3,Loyal
14148,234,1,157.2,3,Loyal
14149,221,1,446.62,3,Loyal
14150,36,2,658.64,0,Champions
14152,75,2,621.29,3,Loyal
14154,239,2,1345.62,2,Potential
14155,266,1,118.75,3,Loyal
14156,10,55,117379.63,1,At-Risk
14157,20,2,432.88,0,Champions
14158,40,1,507.65999999999997,0,Champions
14159,20,11,4693.01,1,At-Risk
14161,216,3,1110.52,2,Potential
14162,174,2,289.36,3,Loyal
14163,87,4,2445.91,2,Potential
14164,71,2,1631.77,2,Potential
14165,276,1,122.53999999999999,3,Loyal
14167,39,4,574.84,2,Potential
14171,98,1,363.79,3,Loyal
14173,11,4,450.84,0,Champions
14174,33,1,134.46,0,Champions
14175,60,3,3222.3,2,Potential
14176,297,4,576.9000000000001,3,Loyal
14177,86,4,559.41,2,Potential
14178,9,7,1620.93,1,At-Risk
14179,41,2,719.78,0,Champions
14180,11,25,4748.52,1,At-Risk
14184,67,1,452.89,3,Loyal
14185,331,1,197.65,3,Loyal
14188,31,6,2054.36,2,Potential
14189,2,15,4654.08,1,At-Risk
14191,2,13,4684.76,1,At-Risk
14193,68,2,853.39,2,Potential
14194,5,21,11349.52,1,At-Risk
14195,202,2,1012.0,3,Loyal
14196,107,1,335.52,3,Loyal
14198,18,4,701.4,0,Champions
14199,218,1,185.39999999999998,3,Loyal
14201,60,7,747.44,2,Potential
14204,2,1,161.03,0,Champions
14205,17,2,466.7,0,Champions
14206,239,1,328.15999999999997,3,Loyal
14208,95,1,151.74,3,Loyal
14209,11,6,2073.43,1,At-Risk
14210,106,6,1905.8400000000001,2,Potential
14211,53,9,2241.1,2,Potential
14212,90,1,1070.48,3,Loyal
14214,31,5,1004.38,2,Potential
14215,12,6,1789.72,1,At-Risk
14216,3,4,1839.3,1,At-Risk
14217,2,17,2004.98,1,At-Risk
14218,43,1,169.48000000000002,3,Loyal
14219,4,1,89.94,0,Champions
14220,247,2,632.4000000000001,3,Loyal
14221,42,9,3432.8,1,At-Risk
14222,177,1,683.17,3,Loyal
14223,92,3,991.13,2,Potential
14224,110,4,1050.1200000000001,2,Potential
14226,29,5,2232.19,2,Potential
14227,26,10,3350.96,1,At-Risk
14229,52,3,1547.2,2,Potential
14231,184,3,925.71,2,Potential
14232,43,5,2048.07,2,Potential
14233,49,4,1462.72,2,Potential
14234,22,4,775.46,2,Potential
14235,75,5,3144.86,2,Potential
14236,81,2,490.86,3,Loyal
14237,373,1,161.0,3,Loyal
14238,326,1,146.85,3,Loyal
14239,43,11,2380.85,1,At-Risk
14240,30,2,890.34,0,Champions
14241,184,1,213.70000000000002,3,Loyal
14242,235,2,280.55,3,Loyal
14243,9,10,2588.77,1,At-Risk
14245,220,2,1693.45,2,Potential
14246,111,3,1474.06,2,Potential
14247,278,1,136.77,3,Loyal
14248,318,1,302.58,3,Loyal
14250,7,3,1904.05,0,Champions
14251,2,5,2879.7000000000003,1,At-Risk
14256,260,2,969.0600000000001,3,Loyal
14257,64,5,3099.7200000000003,2,Potential
14258,9,9,12669.98,1,At-Risk
14259,142,1,120.0,3,Loyal
14261,51,2,1163.45,2,Potential
14262,8,8,2618.23,1,At-Risk
14264,155,2,333.97,3,Loyal
14265,109,2,530.18,3,Loyal
14267,163,3,1516.24,2,Potential
14270,332,1,492.65000000000003,3,Loyal
14271,226,1,112.32000000000001,3,Loyal
14272,74,2,437.96,3,Loyal
14273,51,4,559.97,2,Potential
14276,99,3,1119.74,2,Potential
14277,15,3,4216.2,2,Potential
14280,197,1,134.04,3,Loyal
14282,3,15,3729.34,1,At-Risk
14284,31,2,595.25,0,Champions
14285,21,4,1910.01,2,Potential
14286,24,3,4628.75,2,Potential
14287,8,3,176.63,0,Champions
14288,213,1,426.6,3,Loyal
14289,9,6,911.26,2,Potential
14290,11,5,2314.65,1,At-Risk
14291,2,11,3883.25,1,At-Risk
14292,8,9,4871.93,1,At-Risk
14293,3,4,1046.56,0,Champions
14295,40,1,166.20000000000002,3,Loyal
14297,18,4,1305.33,2,Potential
14298,8,44,51527.3,1,At-Risk
14299,8,9,3965.62,1,At-Risk
14300,19,1,43.2,0,Champions
14301,117,1,640.14,3,Loyal
14304,223,1,383.45,3,Loyal
14305,71,3,1858.96,2,Potential
14306,51,2,2093.32,2,Potential
14307,89,6,2995.7200000000003,2,Potential
14309,8,9,2352.53,1,At-Risk
14311,243,1,310.26,3,Loyal
14312,47,6,1611.5900000000001,2,Potential
14314,107,1,120.0,3,Loyal
14315,45,6,2481.13,2,Potential
14317,65,1,508.58,3,Loyal
14320,207,2,477.79,3,Loyal
14321,11,5,1530.75,2,Potential
14323,115,2,605.0600000000001,3,Loyal
14326,242,1,183.85,3,Loyal
14327,163,1,311.65000000000003,3,Loyal
14329,17,7,5014.84,1,At-Risk
14331,124,2,462.66,3,Loyal
14332,23,3,866.3100000000001,2,Potential
14333,68,1,415.2,3,Loyal
14334,17,8,2552.21,1,At-Risk
14335,16,2,468.26,0,Champions
14336,17,4,1614.91,2,Potential
14338,161,2,588.22,3,Loyal
14339,243,1,309.52000000000004,3,Loyal
14340,219,1,134.7,3,Loyal
14341,45,8,2182.28,2,Potential
14342,21,4,668.5600000000001,0,Champions
14344,127,8,889.9300000000001,2,Potential
14345,39,1,108.98,3,Loyal
14346,121,2,1021.58,2,Potential
14348,260,1,409.57,3,Loyal
14349,10,1,133.5,0,Champions
14350,274,1,282.93,3,Loyal
14351,165,1,51.0,3,Loyal
14352,157,4,1078.96,2,Potential
14353,215,1,90.6,3,Loyal
14354,6,2,163.62,0,Champions
14355,366,1,174.4,3,Loyal
14356,80,2,701.23,2,Potential
14357,43,1,225.77,3,Loyal
14359,19,3,912.1800000000001,0,Champions
14360,32,4,2128.23,2,Potential
14362,22,1,161.2,0,Champions
14364,109,8,3717.35,2,Potential
14367,8,16,9261.52,1,At-Risk
14368,320,1,155.0,3,Loyal
14371,295,1,100.5,3,Loyal
14373,358,1,76.55,3,Loyal
14375,185,1,257.68,3,Loyal
14377,191,2,617.05,3,Loyal
14379,44,2,348.1,0,Champions
14381,52,1,202.68,3,Loyal
14382,26,1,626.07,0,Champions
14383,38,3,1247.69,2,Potential
14385,9,3,202.10999999999999,0,Champions
14386,297,1,142.4,3,Loyal
